event_type,severity,country,hour_of_day,is_attack_event,is_business_hours
suspicious_ip_activity,critical,US,9,True,True
vpn_login,critical,US,20,False,False
suspicious_ip_activity,critical,US,18,True,False
brute_force_attempt,high,GB,18,True,False
account_lockout,low,US,15,False,True
failed_login,high,US,20,False,False
vpn_login,medium,GB,16,False,True
vpn_login,low,US,16,False,True
failed_login,low,US,16,False,True
account_lockout,high,DE,8,False,False
vpn_login,medium,BR,14,False,True
successful_login,medium,CA,17,False,False
failed_login,medium,GB,16,False,True
successful_login,low,AU,18,False,False
failed_login,medium,AU,15,False,True
vpn_login,medium,FR,5,False,False
successful_login,medium,US,14,False,True
suspicious_ip_activity,medium,CA,20,True,False
successful_login,high,JP,19,False,False
successful_login,low,JP,16,False,True
failed_login,high,DE,19,False,False
brute_force_attempt,medium,GB,20,True,False
brute_force_attempt,medium,AU,0,True,False
brute_force_attempt,high,US,17,True,False
privilege_escalation,high,GB,18,True,False
suspicious_ip_activity,high,US,23,True,False
failed_login,high,AU,2,False,False
failed_login,critical,IN,18,False,False
successful_login,medium,IN,6,False,False
successful_login,medium,CA,15,False,True
malware_alert,high,GB,20,True,False
suspicious_ip_activity,critical,GB,2,True,False
vpn_login,low,BR,2,False,False
successful_login,low,US,7,False,False
vpn_login,medium,US,17,False,False
successful_login,low,US,21,False,False
successful_login,medium,AU,14,False,True
privilege_escalation,high,GB,2,True,False
failed_login,low,IN,20,False,False
successful_login,low,GB,7,False,False
account_lockout,low,DE,21,False,False
successful_login,low,JP,7,False,False
failed_login,high,JP,16,False,True
suspicious_ip_activity,medium,US,4,True,False
brute_force_attempt,critical,FR,15,True,True
successful_login,low,US,15,False,True
privilege_escalation,high,US,17,True,False
successful_login,medium,JP,20,False,False
successful_login,high,GB,21,False,False
successful_login,high,BR,22,False,False
successful_login,critical,US,14,False,True
successful_login,low,IN,20,False,False
successful_login,medium,FR,18,False,False
failed_login,high,AD,22,False,False
successful_login,low,US,15,False,True
malware_alert,critical,US,22,True,False
suspicious_ip_activity,critical,JP,5,True,False
brute_force_attempt,low,BR,9,True,True
malware_alert,critical,GB,18,True,False
malware_alert,medium,US,8,True,False
suspicious_ip_activity,high,US,3,True,False
vpn_login,high,GB,17,False,False
malware_alert,medium,GB,15,True,True
suspicious_ip_activity,high,AU,16,True,True
malware_alert,high,JP,18,True,False
failed_login,low,GB,14,False,True
failed_login,low,US,12,False,True
malware_alert,critical,US,9,True,True
suspicious_ip_activity,medium,FR,20,True,False
successful_login,low,GB,8,False,False
failed_login,high,BR,1,False,False
successful_login,low,AU,19,False,False
suspicious_ip_activity,medium,BR,16,True,True
malware_alert,critical,US,17,True,False
brute_force_attempt,critical,US,0,True,False
failed_login,low,IN,22,False,False
failed_login,medium,DE,21,False,False
successful_login,medium,DE,17,False,False
vpn_login,low,DE,4,False,False
vpn_login,medium,DE,20,False,False
malware_alert,medium,US,14,True,True
suspicious_ip_activity,critical,US,20,True,False
account_lockout,medium,GB,20,False,False
vpn_login,medium,GB,17,False,False
brute_force_attempt,high,SG,17,True,False
successful_login,medium,US,19,False,False
suspicious_ip_activity,critical,GB,21,True,False
malware_alert,high,GB,17,True,False
failed_login,high,US,21,False,False
successful_login,low,JP,21,False,False
account_lockout,medium,DE,15,False,True
account_lockout,high,US,19,False,False
suspicious_ip_activity,high,US,20,True,False
successful_login,low,DE,23,False,False
successful_login,low,US,13,False,True
successful_login,medium,US,3,False,False
failed_login,medium,JP,23,False,False
suspicious_ip_activity,medium,US,14,True,True
failed_login,medium,GB,6,False,False
successful_login,medium,IN,9,False,True
malware_alert,high,US,15,True,True
failed_login,medium,JP,14,False,True
privilege_escalation,critical,GB,19,True,False
successful_login,low,US,16,False,True
vpn_login,high,JP,7,False,False
failed_login,critical,JP,21,False,False
suspicious_ip_activity,high,JP,18,True,False
vpn_login,low,US,16,False,True
vpn_login,medium,US,19,False,False
account_lockout,critical,JP,8,False,False
failed_login,medium,JP,9,False,True
successful_login,medium,CA,4,False,False
suspicious_ip_activity,medium,US,7,True,False
failed_login,high,ZA,21,False,False
account_lockout,high,US,21,False,False
successful_login,low,US,3,False,False
account_lockout,medium,IN,17,False,False
suspicious_ip_activity,high,AU,9,True,True
brute_force_attempt,high,JP,15,True,True
account_lockout,low,DE,14,False,True
failed_login,low,BR,16,False,True
account_lockout,high,DE,18,False,False
failed_login,critical,FR,8,False,False
account_lockout,low,US,1,False,False
successful_login,medium,SG,5,False,False
account_lockout,high,US,9,False,True
failed_login,high,US,1,False,False
malware_alert,medium,JP,13,True,True
failed_login,medium,DE,17,False,False
privilege_escalation,critical,US,4,True,False
vpn_login,medium,JP,13,False,True
vpn_login,medium,US,14,False,True
successful_login,high,DE,12,False,True
vpn_login,medium,JP,22,False,False
failed_login,low,US,8,False,False
vpn_login,medium,AU,0,False,False
successful_login,low,JP,15,False,True
suspicious_ip_activity,high,GB,14,True,True
successful_login,medium,GB,16,False,True
account_lockout,low,GB,20,False,False
failed_login,critical,BR,19,False,False
failed_login,high,AU,16,False,True
failed_login,medium,GB,18,False,False
suspicious_ip_activity,high,DE,16,True,True
account_lockout,medium,US,16,False,True
vpn_login,low,US,13,False,True
successful_login,low,AU,16,False,True
failed_login,low,US,21,False,False
successful_login,medium,US,7,False,False
failed_login,high,CA,2,False,False
failed_login,low,IN,17,False,False
account_lockout,low,US,20,False,False
brute_force_attempt,high,US,1,True,False
successful_login,low,FR,19,False,False
account_lockout,medium,FR,13,False,True
account_lockout,medium,GB,16,False,True
successful_login,medium,AU,20,False,False
vpn_login,critical,AU,15,False,True
failed_login,high,US,15,False,True
successful_login,high,CA,16,False,True
successful_login,medium,US,19,False,False
privilege_escalation,critical,JP,8,True,False
account_lockout,critical,GB,17,False,False
brute_force_attempt,critical,JP,19,True,False
successful_login,critical,US,4,False,False
privilege_escalation,critical,JP,23,True,False
suspicious_ip_activity,high,US,20,True,False
failed_login,medium,GB,18,False,False
privilege_escalation,medium,US,16,True,True
privilege_escalation,low,US,8,True,False
privilege_escalation,critical,NG,5,True,False
vpn_login,low,GB,4,False,False
malware_alert,critical,CA,21,True,False
successful_login,medium,BR,15,False,True
vpn_login,low,JP,18,False,False
suspicious_ip_activity,high,JP,14,True,True
suspicious_ip_activity,medium,GB,13,True,True
failed_login,high,JP,19,False,False
suspicious_ip_activity,high,DE,8,True,False
malware_alert,low,US,13,True,True
vpn_login,low,SG,15,False,True
malware_alert,low,US,21,True,False
vpn_login,high,JP,19,False,False
account_lockout,high,US,12,False,True
privilege_escalation,critical,US,12,True,True
failed_login,low,JP,16,False,True
successful_login,low,JP,14,False,True
successful_login,medium,US,15,False,True
malware_alert,low,US,19,True,False
failed_login,low,JP,17,False,False
malware_alert,low,US,6,True,False
suspicious_ip_activity,medium,DE,23,True,False
failed_login,low,US,15,False,True
successful_login,medium,GB,16,False,True
successful_login,high,US,14,False,True
failed_login,medium,GB,19,False,False
failed_login,high,DE,4,False,False
successful_login,low,US,17,False,False
account_lockout,low,GB,1,False,False
successful_login,low,US,18,False,False
vpn_login,medium,FR,17,False,False
privilege_escalation,critical,US,19,True,False
privilege_escalation,high,GB,20,True,False
brute_force_attempt,high,DE,16,True,True
vpn_login,low,GB,20,False,False
account_lockout,medium,US,8,False,False
successful_login,critical,JP,20,False,False
successful_login,low,US,14,False,True
suspicious_ip_activity,low,US,16,True,True
suspicious_ip_activity,high,AU,14,True,True
privilege_escalation,high,US,16,True,True
account_lockout,high,IN,17,False,False
vpn_login,medium,DE,16,False,True
account_lockout,low,GB,0,False,False
successful_login,low,CA,18,False,False
failed_login,high,US,10,False,True
failed_login,low,FR,7,False,False
account_lockout,high,DE,20,False,False
successful_login,medium,GB,16,False,True
vpn_login,low,CA,19,False,False
malware_alert,low,US,20,True,False
account_lockout,medium,BR,18,False,False
malware_alert,high,AU,14,True,True
successful_login,medium,US,17,False,False
failed_login,low,DE,9,False,True
privilege_escalation,critical,US,14,True,True
failed_login,high,JP,18,False,False
suspicious_ip_activity,high,FR,10,True,True
suspicious_ip_activity,high,AU,14,True,True
account_lockout,medium,FR,2,False,False
vpn_login,low,US,14,False,True
privilege_escalation,low,JP,12,True,True
vpn_login,high,US,21,False,False
account_lockout,low,GB,19,False,False
failed_login,medium,FR,4,False,False
suspicious_ip_activity,critical,US,21,True,False
failed_login,medium,DE,19,False,False
account_lockout,medium,AU,15,False,True
vpn_login,high,JP,14,False,True
privilege_escalation,high,GB,11,True,True
privilege_escalation,medium,JP,21,True,False
account_lockout,high,US,17,False,False
failed_login,critical,GB,14,False,True
successful_login,low,AU,18,False,False
malware_alert,critical,JP,19,True,False
suspicious_ip_activity,critical,US,12,True,True
failed_login,medium,DE,18,False,False
account_lockout,low,US,20,False,False
successful_login,high,GB,18,False,False
suspicious_ip_activity,critical,GB,21,True,False
vpn_login,medium,CA,9,False,True
suspicious_ip_activity,medium,DE,14,True,True
failed_login,low,CA,9,False,True
failed_login,high,CA,15,False,True
successful_login,medium,AU,8,False,False
suspicious_ip_activity,high,US,19,True,False
brute_force_attempt,critical,US,15,True,True
malware_alert,low,CA,18,True,False
account_lockout,high,US,2,False,False
suspicious_ip_activity,high,SG,20,True,False
failed_login,high,AU,23,False,False
suspicious_ip_activity,medium,US,15,True,True
suspicious_ip_activity,critical,GB,21,True,False
failed_login,high,GB,9,False,True
successful_login,low,GB,14,False,True
privilege_escalation,high,IS,1,True,False
failed_login,low,US,14,False,True
successful_login,high,US,18,False,False
privilege_escalation,critical,US,18,True,False
failed_login,high,US,0,False,False
vpn_login,medium,GB,17,False,False
failed_login,low,FR,3,False,False
vpn_login,low,JP,23,False,False
successful_login,critical,US,19,False,False
successful_login,low,FR,17,False,False
failed_login,high,DE,19,False,False
privilege_escalation,low,BR,19,True,False
successful_login,low,GB,19,False,False
successful_login,low,GB,16,False,True
successful_login,medium,US,16,False,True
malware_alert,medium,US,2,True,False
brute_force_attempt,high,US,22,True,False
vpn_login,critical,US,20,False,False
successful_login,low,BR,12,False,True
successful_login,low,DE,18,False,False
brute_force_attempt,medium,BR,1,True,False
successful_login,critical,GB,14,False,True
successful_login,medium,US,20,False,False
failed_login,low,IN,17,False,False
account_lockout,critical,AU,20,False,False
suspicious_ip_activity,high,GB,16,True,True
vpn_login,low,US,19,False,False
malware_alert,critical,BR,18,True,False
account_lockout,medium,DE,14,False,True
account_lockout,medium,DE,17,False,False
successful_login,high,US,18,False,False
successful_login,low,FR,23,False,False
failed_login,high,LR,6,False,False
privilege_escalation,high,JP,7,True,False
suspicious_ip_activity,critical,FR,18,True,False
account_lockout,high,SG,5,False,False
privilege_escalation,critical,US,14,True,True
failed_login,high,LU,20,False,False
vpn_login,high,FR,6,False,False
brute_force_attempt,high,AU,20,True,False
account_lockout,high,US,11,False,True
vpn_login,medium,US,17,False,False
vpn_login,low,DE,15,False,True
vpn_login,high,JP,17,False,False
suspicious_ip_activity,medium,GB,3,True,False
vpn_login,low,US,5,False,False
successful_login,critical,CA,20,False,False
vpn_login,medium,AU,10,False,True
successful_login,low,US,9,False,True
failed_login,low,US,15,False,True
vpn_login,medium,JP,15,False,True
suspicious_ip_activity,critical,GB,15,True,True
privilege_escalation,low,IN,21,True,False
suspicious_ip_activity,medium,JP,16,True,True
failed_login,medium,CA,13,False,True
failed_login,critical,AL,15,False,True
account_lockout,high,GB,19,False,False
successful_login,low,US,11,False,True
suspicious_ip_activity,high,GB,14,True,True
suspicious_ip_activity,medium,GB,14,True,True
account_lockout,medium,FR,16,False,True
account_lockout,low,IN,17,False,False
suspicious_ip_activity,high,JP,21,True,False
vpn_login,high,US,14,False,True
malware_alert,high,CA,15,True,True
vpn_login,low,US,18,False,False
vpn_login,low,US,17,False,False
privilege_escalation,high,US,17,True,False
privilege_escalation,critical,US,20,True,False
vpn_login,high,US,18,False,False
account_lockout,low,GB,5,False,False
failed_login,low,GB,4,False,False
successful_login,critical,BR,16,False,True
successful_login,high,US,14,False,True
vpn_login,high,DE,16,False,True
successful_login,low,US,6,False,False
vpn_login,medium,AU,3,False,False
vpn_login,high,SG,16,False,True
malware_alert,high,US,21,True,False
successful_login,medium,US,19,False,False
failed_login,low,GB,17,False,False
privilege_escalation,high,GB,16,True,True
brute_force_attempt,medium,CA,15,True,True
brute_force_attempt,high,CA,16,True,True
failed_login,high,JP,5,False,False
failed_login,low,FR,4,False,False
vpn_login,medium,JP,19,False,False
brute_force_attempt,high,GB,1,True,False
account_lockout,critical,US,21,False,False
successful_login,medium,GB,21,False,False
